"Topic","Sentiment","TweetId","TweetDate","TweetText"
"twitter","neutral","126864007784185856","Thu Oct 20 03:35:11 +0000 2011","@garbage Welcome to #Twitter!"
"twitter","irrelevant","126880901903826945","Thu Oct 20 04:42:19 +0000 2011","#TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow @AmandaDGAF_16"

"google","negative","126520550876127232","Wed Oct 19 04:50:24 +0000 2011","#google+ is really confusing.."
"twitter","neutral","126859053757501440","Thu Oct 20 03:15:30 +0000 2011","RT @MizzSpicey: Now tuned in to http://t.co/DYMDmU3z with @deejaydenco! #WorldWide #Twitter #Facebook join me!!! #RT"
"google","neutral","126506651271430144","Wed Oct 19 03:55:10 +0000 2011","@dwtalker that's some tough competition right there http://t.co/XP9LhjpR #TechWar #Google #Facebook #Apple #Amazon"
"google","positive","126525172969766912","Wed Oct 19 05:08:46 +0000 2011","[GReader Share] Five Reasons Why Google is Winning the War in Photosharing  http://t.co/coQCLb9R - #photography #fotografia #google+"
"google","irrelevant","126522273963319298","Wed Oct 19 04:57:15 +0000 2011","#Samsung Galaxy #Nexus / #Google #Android ICS 发表会重点整理 http://t.co/u7ViMWl6 #galaxynexus #galaxynexus"
"apple","neutral","125324916009615360","Sat Oct 15 21:39:23 +0000 2011","RT @ajrogers Purdie Rogers tribute to #SteveJobs and @apple. We spray painted the Macintosh Plus w.. http://t.co/oMXjhZh0"
"microsoft","irrelevant","126733262822440960","Wed Oct 19 18:55:39 +0000 2011","@LucindaDouglas Ja mooi he Lucinda, dat doet #Microsoft goed. Blijk van #waardering en daarmee #verwachtingovertreffen"
#TweetOfTheDay 
"microsoft","neutral","126566918911041536","Wed Oct 19 07:54:39 +0000 2011","#Microsoft excludes tablets from its holiday advertising push http://t.co/kPslZjFC"
"google","irrelevant","126489430830743552","Wed Oct 19 02:46:45 +0000 2011","RT @twandroid Prise de photo quasi instantannée #ouaaaaaaahhhhh #google #nexusprime"
"twitter","irrelevant","126874145408561152","Thu Oct 20 04:15:28 +0000 2011","@_Pao92 ah bueno!!! jeje ta bn... ps aqui #fb y #twitter . jeje x cierto ya no me sta siguiendo vdd?? :'( ahorita vi mis seguidores y no sta"
"microsoft","neutral","126696757294927874","Wed Oct 19 16:30:35 +0000 2011","Microsoft turns your body into a touchscreen http://t.co/YE0NZy82 #Microsoft"
"twitter","neutral","126863212762247168","Thu Oct 20 03:32:01 +0000 2011","time to change my twitter app, what's the best one for my iphone? Help please? #twitterapps : #twitter vs. #tweetcaster vs. #ubersoical ?"
"apple","neutral","126348857071239168","Tue Oct 18 17:28:09 +0000 2011","#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/YUydxo1t #PampersHelloApps"
"twitter","neutral","126869488007262208","Thu Oct 20 03:56:57 +0000 2011","I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free, give it a try. http://t.co/eKh5JmGp"
"microsoft","irrelevant","126681644223578113","Wed Oct 19 15:30:32 +0000 2011","#Microsoft lanza #OmniTouch - http://t.co/UkxNzpyQ"
"twitter","irrelevant","126865296463118337","Thu Oct 20 03:40:18 +0000 2011","Sex Games http://t.co/5qtmLHJn #@JaylaStarr #@JCannonDSD #sex #Twitter #video"
"google","irrelevant","126487911465095169","Wed Oct 19 02:40:42 +0000 2011","RT @twandroid: Widgets scrollables comme sur Honeycomb #google #nexusprime"
"microsoft","neutral","126507677919617024","Wed Oct 19 03:59:15 +0000 2011","Yahoo Profit Drops 26 Per Cent! http://t.co/7AdG1Hss #yahoo #microsoft"
"google","positive","126508393203642368","Wed Oct 19 04:02:06 +0000 2011","... I think I should work for #MelaleucaTheWellnessCompany ... Probably the best company to work for .. oh and #Google"
"apple","neutral","125950941349421057","Mon Oct 17 15:06:59 +0000 2011","Hey @Apple - need more servers for Siri traffic?  I'm sure Google can help you out with that..."
"twitter","irrelevant","126877547899269120","Thu Oct 20 04:28:59 +0000 2011","#twitter #detik Mengaku Masih Baru di Kabinet, Cicip Baru Siapkan Program Pekan Depan http://t.co/Y3yOaRiN"
"apple","neutral","125596991290998784","Sun Oct 16 15:40:30 +0000 2011","@Apple  I asked Siri 'if she swallowed' she relied 'Lets see' - wtf do i do now? wank over my phone?"
"microsoft","neutral","126755073664618496","Wed Oct 19 20:22:19 +0000 2011","Minority Report-esque interface developed by #Microsoft Research and Carnegie Mellon University http://t.co/0yqEKDzg via @Digg"
"twitter","neutral","126872221292576768","Thu Oct 20 04:07:49 +0000 2011","#Twitter'OFF :| GN'♥"
"microsoft","irrelevant","126746850106675200","Wed Oct 19 19:49:38 +0000 2011","RT: RT @EvelineHorbach: Terug van evaluatie learning circles bij #microsoft onder bezielend leiderschap van… http://t.co/apo4UNhb"
"microsoft","irrelevant","126659604628242432","Wed Oct 19 14:02:57 +0000 2011","Blog Kroker's Look @ IT: Der #Apple-Schock im PC-Markt - mit unerwartetem Potenzial für #Microsoft --&gt; http://t.co/29vCUgQz"
"twitter","irrelevant","126870079798378497","Thu Oct 20 03:59:18 +0000 2011","Ala tengo a #twitter asi o mas abandonado :$"
"google","irrelevant","126489542436995072","Wed Oct 19 02:47:11 +0000 2011","RT @twandroid: Possibilité de taguer les personnes #google #nexusprime"
"google","negative","126494319749238784","Wed Oct 19 03:06:10 +0000 2011","dear #google & #samsung... learn some presentation 101 first. please."
"microsoft","irrelevant","126566043928895489","Wed Oct 19 07:51:11 +0000 2011","Workshop med @technet idag. Interessant! #citrix #Microsoft  #SYSIKT"
"microsoft","neutral","126656052971323393","Wed Oct 19 13:48:50 +0000 2011","Early cloud #Microsoft partners will be rewarded w/ a Cloud Accelerate badge, & additional internal use rights! http://t.co/pjkyf0gf"
"apple","neutral","126360821419884544","Tue Oct 18 18:15:42 +0000 2011","Stay young, stay foolish. But take ownership when u f*ck up, don't complain, and never give up. #resilience @apple"
"microsoft","neutral","126597883477762048","Wed Oct 19 09:57:42 +0000 2011","Windows Phone Tango and Apollo rumors suggest new screen specs
"google","neutral","126521384657616896","Wed Oct 19 04:53:43 +0000 2011","quick hands on #Galaxy #Nexus by #Samsung #google #android #ICS #4 #icecreamsandwich http://t.co/22cF2m6d"
"microsoft","negative","126603861933817856","Wed Oct 19 10:21:27 +0000 2011","http://t.co/zBLtZ5MW German Federal #Trojan's got a BigBrother. #Gov spying on its people, #Microsoft's 32bit/64bit #Windows is target"
"apple","positive","126026756623831041","Mon Oct 17 20:08:14 +0000 2011","@Apple Safari Reader owns the worldwide web"
"google","neutral","126492325219278848","Wed Oct 19 02:58:15 +0000 2011","Sdk available now, so you can develop apps for the phone and tablets right now. #Android4.0 #Google"
"microsoft","neutral","126681783222808578","Wed Oct 19 15:31:05 +0000 2011","RT @FierceWireless: #Microsoft's Ballmer promises #Nokia Windows phones next week, slams #Android.  http://t.co/OH8Btu2e #WP7 #Window..."
"google","irrelevant","126489907349831680","Wed Oct 19 02:48:38 +0000 2011","直擊！【@Phone雜誌 / @微博通訊社 19日訊】谷歌+三星智能手機發布會http://t.co/SFBLWqjg @LK154: #Google 跟 #Samsung 正式發佈 #Galaxy #Nexus… 手機規格如下：http://t.co/MyIcSKXW #ICS"
"google","negative","126487206570373120","Wed Oct 19 02:37:54 +0000 2011","Ouch, crash and burn. #Android facial recognition in #IceCreamSandwich didn't work during the presentation. http://t.co/6vsasZyT #Google"
"twitter","neutral","126883224587739136","Thu Oct 20 04:51:32 +0000 2011","RT......zZzZzZzZzZzZzZzZzZzZ...... #Twitter off"
"google","neutral","126501463726899200","Wed Oct 19 03:34:33 +0000 2011","#google #IceCreamSandwich #Samsung #Updates #Android | 
"twitter","neutral","126862636922044417","Thu Oct 20 03:29:44 +0000 2011","RT @elishiawindfohr: #Twitter: Each second there are 2900 new tweets, for a total of 250 million per day and 7.5 billion per month. Rate ..."
"twitter","neutral","126859044756520960","Thu Oct 20 03:15:27 +0000 2011","#Twitter Im coming home Im coming home tell the world that Im coming home lls"
"google","irrelevant","126494176551514112","Wed Oct 19 03:05:36 +0000 2011","@rmeneghelo: ""#Google ainda te ama apesar de tudo IUEHAIUAHEIUHAEIUH =P"" correção: ainda te AMO..."
"google","irrelevant","126522989633212417","Wed Oct 19 05:00:06 +0000 2011","#csportsmn #android #ios #pulse #google #galaxy #fringe #ajildavna #nexus #ics"
"twitter","neutral","126874662268452864","Thu Oct 20 04:17:31 +0000 2011","Ohemgee. Be a follower..... #twitter"
"twitter","irrelevant","126860835892109312","Thu Oct 20 03:22:34 +0000 2011","@Yesenia_Rivero puxi losiento deverdad q toy medio alejadoo de #twitter pero pronto estare al dia.. cuidate muxo. besitos a distancia bay!!!"
#icecreamsandwich #googland #google #android #ics"
"apple","negative","126188717902802944","Tue Oct 18 06:51:49 +0000 2011","why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple"
"microsoft","neutral","126781384600727552","Wed Oct 19 22:06:52 +0000 2011","#Microsoft Pushing out #Mango to more Windows Phones http://t.co/xPIaZ8Xp #wp7 #orange #samsung #lg #optimus7 #htc #dell #msft"
"microsoft","irrelevant","126630465246466048","Wed Oct 19 12:07:10 +0000 2011","Avec OmniTouch, faites de n'importe quelle surface un écran tactile http://t.co/kBP15kTt #Microsoft #OmniTouch"
"microsoft","irrelevant","126560506097049600","Wed Oct 19 07:29:10 +0000 2011","RT @arelance: #Microsoft presenta un prototipo que permite utilizar la mano como interfaz http://t.co/kaCzpMYo #Kinect #in #fb"
"apple","neutral","125321084525490176","Sat Oct 15 21:24:09 +0000 2011","@apple so why is the ios support for 2nd gen ipods discontinued? It is only 3 years old? Give us an ios update please!"
"twitter","irrelevant","126880484797063168","Thu Oct 20 04:40:39 +0000 2011","Hasta el #queque de tarea pero heme aqui en #twitter y #FB jijijiji ya falta menos para terminar #thanksGod"
"twitter","irrelevant","126873756437200896","Thu Oct 20 04:13:55 +0000 2011","@IsabelSalazarJ @PremiosTWCo y en el HT #Twitter eres tambn cabeza con 44 votos Isa, tienes lo votos regados con HT #yovotopor tienes 1"
"apple","negative","125713100782575616","Sun Oct 16 23:21:53 +0000 2011","It took @apple about 7 years just to figure out how to properly syncronize an iPhone.  WOW!  #ios5"
"google","neutral","126505412068511745","Wed Oct 19 03:50:15 +0000 2011","Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/QoXd3I0s #google"
"google","neutral","126512460629946370","Wed Oct 19 04:18:15 +0000 2011","Texas Instruments confirms Galaxy Nexus has newer OMAP4460 processor http://t.co/wqQV4lyu #google #googlenexus"
"twitter","neutral","126865954645884928","Thu Oct 20 03:42:55 +0000 2011","#Followme dijo #Twitter :D"
"microsoft","positive","126738939594813440","Wed Oct 19 19:18:12 +0000 2011","Awesome! #Microsoft  #holodeck bit.ly/qpGxle"
"twitter","neutral","126882054259474432","Thu Oct 20 04:46:53 +0000 2011","I really dnt like to #follow people who never on #twitter"
"google","irrelevant","126515631980937216","Wed Oct 19 04:30:51 +0000 2011","Mukesh Ambani: #MukeshAmbani  #Mukesh #Ambani http://t.co/uMBGXvQI #google #youtube"
"microsoft","irrelevant","126630702392426496","Wed Oct 19 12:08:06 +0000 2011","! RT @AlbertLorente: En España, se pasa más tiempo en sites de #Microsoft que en #Facebook y en sites de #Google... http://t.co/cjNWU8rv"
#icecreamsandwich #googland #google #android #ics"
"microsoft","irrelevant","126651164325457920","Wed Oct 19 13:29:25 +0000 2011","#Reflex Online is nu ook beschikbaar op #Microsoft Marketplace. Meer hierover op ons blog: http://t.co/OZkelPhS"
"google","irrelevant","126507456649101314","Wed Oct 19 03:58:22 +0000 2011","i like big glutus & i cannot lie
"apple","negative","125945821240885248","Mon Oct 17 14:46:38 +0000 2011","@Apple would do better to inform customers properly about migrating to #iCloud - many complaints lead to #image damage http://t.co/QL7zmPpO"
"google","neutral","126529403067969537","Wed Oct 19 05:25:35 +0000 2011","#Samsung Galaxy Nexus #smartphone, Android 4.0 Ice Cream Sandwich unveiled by #Google… http://t.co/nds5B4ej #BT"
"google","neutral","126534144170790912","Wed Oct 19 05:44:26 +0000 2011","What does it take to get a job at #Google? #recruiting http://t.co/eVjiH7oD"
"microsoft","neutral","126499066229170176","Wed Oct 19 03:25:02 +0000 2011","#Reviora can host #Microsoft #Dynamics #SL #MSDYNERP - http://t.co/WFoopX1Y"
"microsoft","neutral","126651402549346304","Wed Oct 19 13:30:22 +0000 2011","#Microsoft #Cloud windows+server - RT @WesleyBackelant: Announcing the Microsoft ...: WindowsAzure : @Wesle... http://t.co/NaPViOT8 #TCN"
"apple","positive","126395626979196928","Tue Oct 18 20:34:00 +0000 2011","I just realized that the reason I got into twitter was ios5 thanks @apple"
#Android
"google","irrelevant","126492457276940288","Wed Oct 19 02:58:46 +0000 2011","RT @twandroid: SDK dispo aujourd'hui #google #nexusprime"
"google","neutral","126527122218041345","Wed Oct 19 05:16:31 +0000 2011","Android 4.0 OS Ice Cream Sandwich and the Galaxy Nexus is out.seems that smartphones are named by hungry developers  #Google+"
"microsoft","neutral","126666425715798016","Wed Oct 19 14:30:03 +0000 2011","#Microsoft's First Global Multi-Product Holiday Campaign  http://t.co/6nUFdiBN"
"microsoft","neutral","126601735417499648","Wed Oct 19 10:13:00 +0000 2011","thinking thinking thinking thinking #dotnet #asp #microsoft"
"google","neutral","126529492582797313","Wed Oct 19 05:25:56 +0000 2011","Is #Google #Flight Search a threat to the OTA and #travel #Meta #Search #market in India? Check- http://t.co/RuhglJMt #News"
"microsoft","negative","126744386137624576","Wed Oct 19 19:39:51 +0000 2011","Comp crash #Microsoft :/ Wouldn't get this with an iMac -__-"
"twitter","neutral","126866804575440897","Thu Oct 20 03:46:17 +0000 2011","@iTaylor_Simpson u post on #twitter to much like ery 5 sec #Damn"
"twitter","positive","126873128348561409","Thu Oct 20 04:11:25 +0000 2011","@TheMarketaire This whole #Facebook change makes more nervous than excited. What about privacy, etc.? I much prefer #Twitter"
"apple","neutral","126368127524159488","Tue Oct 18 18:44:44 +0000 2011","#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/I6woujUh #PampersHelloApps"
"google","positive","126504346639802368","Wed Oct 19 03:46:01 +0000 2011","Cream on the inside, clean on the outside. Ice Cream phone job. #Google"
"twitter","neutral","126875692855078912","Thu Oct 20 04:21:37 +0000 2011","Got to do it!RT @ElderMLTillerJr: I am cracking up at @BishopWSThomas advertising for #Twitter LOL"
"google","neutral","126503688595447810","Wed Oct 19 03:43:24 +0000 2011","#Android #Google Samsung Galaxy Nexus release details still in short supply http://t.co/s6A7Y9WT #DhilipSiva"
"apple","neutral","125917264267579393","Mon Oct 17 12:53:09 +0000 2011","@Bestbuy or @Apple to purchase my imac, iPad, and printer? #StudentDiscounts?"
"apple","negative","125958368773943296","Mon Oct 17 15:36:29 +0000 2011","Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable"
"google","neutral","126492440914956290","Wed Oct 19 02:58:42 +0000 2011","Engadget following #android #galaxy #nexus event #google #samsung #ICS http://t.co/vZx25ht8"
"microsoft","neutral","126710485604237313","Wed Oct 19 17:25:08 +0000 2011","#Microsoft CEO on #Android: You Have to Be a #Computer #Scientist to Use It - huffington post http://t.co/7PDBvauM #tech #mobile"
"microsoft","irrelevant","126782732373196800","Wed Oct 19 22:12:13 +0000 2011","TypeBuilder be gone, Roslyn CTP is here! Creating types without TypeBuilder! http://t.co/cilZFP9B #Roslyn #Microsoft"
"microsoft","irrelevant","126662533347164161","Wed Oct 19 14:14:35 +0000 2011","Microsoft Security Essentialの定義ファイルがアップデートしました：1.115.102.0 &gt; http://t.co/QuqPibic #Microsoft"
"twitter","irrelevant","126866508818296832","Thu Oct 20 03:45:07 +0000 2011","Agora vou tentar dormi Game Over #Twitter #Facebook"
"apple","neutral","125417324621737985","Sun Oct 16 03:46:34 +0000 2011","In case you were curious like me.... IPhone 4S: Which Apple #iPhone is Best for Price, Features? http://t.co/d1LonCzc @Apple #HealthIT #EHR"
"google","positive","126494339248562176","Wed Oct 19 03:06:15 +0000 2011","Thanks to Samsung and Google, I'm now craving for some Ice Cream Sandwich !  #IceCreamSandwich #Google #Samsung"
"microsoft","neutral","126572275016286208","Wed Oct 19 08:15:56 +0000 2011","Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/gOQgJvvb #microsoft"
"twitter","irrelevant","126874366775525377","Thu Oct 20 04:16:20 +0000 2011","Buenas noches  #twitter friends! Me despido q me voy a poner hacer mi tarea de acct  q flojera! Pero no se me permite fail any classes "
"twitter","neutral","126876948206075904","Thu Oct 20 04:26:36 +0000 2011","Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 25"
"apple","negative","125961999791308800","Mon Oct 17 15:50:55 +0000 2011","@trisha_ps @iCloud is Cloudy. @apple tech, not very techy."
"apple","neutral","126009386022879232","Mon Oct 17 18:59:13 +0000 2011","Can this ho Siri update your tweets? cc: @apple @iPhone_News"
"twitter","neutral","126879484736585729","Thu Oct 20 04:36:41 +0000 2011","RT @Jackiebaaby_: #'s are  #for #twitter #NOT #facebook. Duuuuhhh"
"twitter","neutral","126878426312351744","Thu Oct 20 04:32:28 +0000 2011","Just because you follow me on #twitter does NOT mean we cool. As you can see I didnt follow yo thirsty ass back. #dummy -.- xD"
"microsoft","negative","126720736848117760","Wed Oct 19 18:05:52 +0000 2011","#Microsoft - We put the ""backwards"" into backwards compatibility. #instantfollowback"
"microsoft","neutral","126690357042884608","Wed Oct 19 16:05:09 +0000 2011","Check out our podacst regarding Sugar's Edge In Tems Of Database Structure http://t.co/Qv4DAw7A #Microsoft CRM"
"google","irrelevant","126517567694180352","Wed Oct 19 04:38:33 +0000 2011","AsiaClassifiedToday Temasek to raise up to $800 million with bond offer - Straits Times: Tele... http://t.co/IaTj4kb9 #asia #google #biz"
"apple","neutral","126065983138955265","Mon Oct 17 22:44:07 +0000 2011","@SteveJobs : @Twitter overwhelmed by reaction to @Apple founder's death - Telegraph http://t.co/tqF6pjf5"
"microsoft","neutral","126672797731790848","Wed Oct 19 14:55:23 +0000 2011","#Microsoft #Cloud Microsoft launches Virtual Academy in Kenya: Microsoft East and Southern Africa launched ... http://t.co/GllUQiTJ #TCN"
"google","negative","126514511862706176","Wed Oct 19 04:26:24 +0000 2011","I hate tron theme #Google #ICS"
"google","irrelevant","126522732195233792","Wed Oct 19 04:59:04 +0000 2011","AsiaClassifiedToday Asia Stocks, Ringgit Gain on European Outlook - Bloomberg: Asia Stocks, R... http://t.co/biHKwSTW #asia #google #biz"
"twitter","neutral","126880429256093696","Thu Oct 20 04:40:26 +0000 2011","RT @MonicaaC_: Damn tired! .. Need some rest! Night #twitter"
"google","neutral","126509381327134720","Wed Oct 19 04:06:01 +0000 2011","#goodtoknow #privacy #google http://t.co/Ye337YR6"
"apple","neutral","126302719882444801","Tue Oct 18 14:24:49 +0000 2011","I wonder If the person who has @apple is holding out for apple to buy it from them"
"apple","neutral","125828984293425152","Mon Oct 17 07:02:22 +0000 2011","ok it is back @iphone @apple"
"apple","negative","125950557310562305","Mon Oct 17 15:05:27 +0000 2011","Ok this @Apple software update for the #iphone is taking waaaaay too long!
"microsoft","irrelevant","126523675364171778","Wed Oct 19 05:02:49 +0000 2011","RT @puntogeek: Hace tiempo:: Según Microsoft, Firefox es spyware http://t.co/UnFkqPaJ #Firefox #Microsoft"
"microsoft","irrelevant","126565939075497984","Wed Oct 19 07:50:46 +0000 2011","seit #apple #facebook und #google die großen bösen sind, ist #microsoft irgendwie wieder der sympathische nerdverein http://t.co/IUvizP0T"
